,persname,dipl,dipl_ctx_lr15,pb_n,doc,dipl-ids
314,Raius,Rai.,"wenn Blut mit dem Urin gehet , geruͤhmet wird . 4. NOM. GEN. Prunella . Rai. I. 551 . Syn. 238 . Brunella Tourn. 182 . Riv. I. p. 10 Heuch.",NaN,BlackwellischesKraeuterbuch_1750_Blackwell,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35397', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35398_virtualSpan']"
315,Joseph_Pitton_de_Tournefort,Tourn.,wird . 4. NOM. GEN. Prunella . Rai. I. 551 . Syn. 238 . Brunella Tourn. 182 . Riv. I. p. 10 Heuch. Ind. 24 . Rupp. 180 . Dill. 91,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35398', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35399_virtualSpan']"
316,August_Quirinus_Rivinus,Riv.,NOM. GEN. Prunella . Rai. I. 551 . Syn. 238 . Brunella Tourn. 182 . Riv. I. p. 10 Heuch. Ind. 24 . Rupp. 180 . Dill. 91 . Boerh. I.,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35399', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35400_virtualSpan']"
317,Johann_Heinrich_von_Heucher,Heuch.,Rai. I. 551 . Syn. 238 . Brunella Tourn. 182 . Riv. I. p. 10 Heuch. Ind. 24 . Rupp. 180 . Dill. 91 . Boerh. I. 168 . Vaill. 22,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35400', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35401_virtualSpan']"
318,Heinrich_Bernhard_Rupp,Rupp.,Syn. 238 . Brunella Tourn. 182 . Riv. I. p. 10 Heuch. Ind. 24 . Rupp. 180 . Dill. 91 . Boerh. I. 168 . Vaill. 22 . Heiſt. I. 6,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35401', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35402_virtualSpan']"
319,Johann_Jacob_Dillen,Dill.,Brunella Tourn. 182 . Riv. I. p. 10 Heuch. Ind. 24 . Rupp. 180 . Dill. 91 . Boerh. I. 168 . Vaill. 22 . Heiſt. I. 6 . Linn. G.,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35402', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35403_virtualSpan']"
320,Herman_Boerhaave,Boerh.,. Riv. I. p. 10 Heuch. Ind. 24 . Rupp. 180 . Dill. 91 . Boerh. I. 168 . Vaill. 22 . Heiſt. I. 6 . Linn. G. no. 586 .,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35403', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35404_virtualSpan']"
321,Sébastien_Vaillant,Vaill.,10 Heuch. Ind. 24 . Rupp. 180 . Dill. 91 . Boerh. I. 168 . Vaill. 22 . Heiſt. I. 6 . Linn. G. no. 586 . Hall. 636 . Kram.,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35404', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35405_virtualSpan']"
322,Lorenz_Heister,Heiſt.,24 . Rupp. 180 . Dill. 91 . Boerh. I. 168 . Vaill. 22 . Heiſt. I. 6 . Linn. G. no. 586 . Hall. 636 . Kram. 50 . Ludvv.,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35405', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35406_virtualSpan']"
323,Carl_von_Linné,Linn.,. Dill. 91 . Boerh. I. 168 . Vaill. 22 . Heiſt. I. 6 . Linn. G. no. 586 . Hall. 636 . Kram. 50 . Ludvv. no. 201 . 5.,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35406', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35407_virtualSpan']"
324,Albrecht_von_Haller,Hall.,I. 168 . Vaill. 22 . Heiſt. I. 6 . Linn. G. no. 586 . Hall. 636 . Kram. 50 . Ludvv. no. 201 . 5. NOM. SPEC. Conſolida minor Matth.,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35407', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35408_virtualSpan']"
325,Heinrich_Kramer,Kram.,Vaill. 22 . Heiſt. I. 6 . Linn. G. no. 586 . Hall. 636 . Kram. 50 . Ludvv. no. 201 . 5. NOM. SPEC. Conſolida minor Matth. 963 . Prunella,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35408', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35409_virtualSpan']"
326,Christian_Gottlieb_Ludwig,Ludvv.,Heiſt. I. 6 . Linn. G. no. 586 . Hall. 636 . Kram. 50 . Ludvv. no. 201 . 5. NOM. SPEC. Conſolida minor Matth. 963 . Prunella . Ger. 632,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35409', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35410_virtualSpan']"
327,Pietro_Andrea_Mattioli,Matth.,Hall. 636 . Kram. 50 . Ludvv. no. 201 . 5. NOM. SPEC. Conſolida minor Matth. 963 . Prunella . Ger. 632 . Rai . I. 551 . Syn . 238,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35410', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35411_virtualSpan']"
328,John_Gerard,Ger.,. Ludvv. no. 201 . 5. NOM. SPEC. Conſolida minor Matth. 963 . Prunella . Ger. 632 . Rai . I. 551 . Syn . 238 . Prunella vulgaris Trag. 301,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35411', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35412_virtualSpan']"
329,Raius,Rai,201 . 5. NOM. SPEC. Conſolida minor Matth. 963 . Prunella . Ger. 632 . Rai . I. 551 . Syn . 238 . Prunella vulgaris Trag. 301 . Prunella flore,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35412', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35413_virtualSpan']"
330,Hieronymus_Bock,Trag.,. Ger. 632 . Rai . I. 551 . Syn . 238 . Prunella vulgaris Trag. 301 . Prunella flore minore vulgaris I. B. III. 428 . Brunella Fuchſ. 621 .,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35413', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35414_virtualSpan']"
331,Leonhart_Fuchs,Fuchſ.,Prunella vulgaris Trag. 301 . Prunella flore minore vulgaris I. B. III. 428 . Brunella Fuchſ. 621 . Brunella officinarum Riv. Tab. 29 . Dill. 91 . Heiſt. I. 6 .,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35414', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35415_virtualSpan']"
332,August_Quirinus_Rivinus,Riv.,Prunella flore minore vulgaris I. B. III. 428 . Brunella Fuchſ. 621 . Brunella officinarum Riv. Tab. 29 . Dill. 91 . Heiſt. I. 6 . Brunella officinarum flore purpureo vel,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35415', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35416_virtualSpan']"
333,Johann_Jacob_Dillen,Dill.,I. B. III. 428 . Brunella Fuchſ. 621 . Brunella officinarum Riv. Tab. 29 . Dill. 91 . Heiſt. I. 6 . Brunella officinarum flore purpureo vel cæruleo Heuch. Ind. 24,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35416', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35417_virtualSpan']"
334,Lorenz_Heister,Heiſt.,428 . Brunella Fuchſ. 621 . Brunella officinarum Riv. Tab. 29 . Dill. 91 . Heiſt. I. 6 . Brunella officinarum flore purpureo vel cæruleo Heuch. Ind. 24 . Brunella major,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35417', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35418_virtualSpan']"
335,Johann_Heinrich_von_Heucher,Heuch.,29 . Dill. 91 . Heiſt. I. 6 . Brunella officinarum flore purpureo vel cæruleo Heuch. Ind. 24 . Brunella major folio non diffecto C. B pin. 260 . Tourn. 182,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35418', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35419_virtualSpan']"
336,Caspar_Bauhin,C. B,Brunella officinarum flore purpureo vel cæruleo Heuch. Ind. 24 . Brunella major folio non diffecto C. B pin. 260 . Tourn. 182 . Rupp. 180 . Boerh. I. 169 . Vaill. 22,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok4355_virtualSpan', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok4356_virtualSpan']"
337,Joseph_Pitton_de_Tournefort,Tourn.,cæruleo Heuch. Ind. 24 . Brunella major folio non diffecto C. B pin. 260 . Tourn. 182 . Rupp. 180 . Boerh. I. 169 . Vaill. 22 . Brunella vulgaris foliis,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35420', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35421_virtualSpan']"
338,Heinrich_Bernhard_Rupp,Rupp.,24 . Brunella major folio non diffecto C. B pin. 260 . Tourn. 182 . Rupp. 180 . Boerh. I. 169 . Vaill. 22 . Brunella vulgaris foliis ovalibus fer- ratis,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35421', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35422_virtualSpan']"
339,Herman_Boerhaave,Boerh.,major folio non diffecto C. B pin. 260 . Tourn. 182 . Rupp. 180 . Boerh. I. 169 . Vaill. 22 . Brunella vulgaris foliis ovalibus fer- ratis Kram. 50 .,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35422', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35423_virtualSpan']"
340,Sébastien_Vaillant,Vaill.,C. B pin. 260 . Tourn. 182 . Rupp. 180 . Boerh. I. 169 . Vaill. 22 . Brunella vulgaris foliis ovalibus fer- ratis Kram. 50 . Brunella bracteis cordatis Linn.,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35423', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35424_virtualSpan']"
341,Heinrich_Kramer,Kram.,180 . Boerh. I. 169 . Vaill. 22 . Brunella vulgaris foliis ovalibus fer- ratis Kram. 50 . Brunella bracteis cordatis Linn. H. 316 . Roy. 314 . Brunella foliis dentatis,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35424', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35425_virtualSpan']"
342,Carl_von_Linné,Linn.,"Vaill. 22 . Brunella vulgaris foliis ovalibus fer- ratis Kram. 50 . Brunella bracteis cordatis Linn. H. 316 . Roy. 314 . Brunella foliis dentatis , ſpica folio minore Hall .",NaN,BlackwellischesKraeuterbuch_1750_Blackwell,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35425', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35426_virtualSpan']"
343,Adriaan_van_Royen,Roy.,"vulgaris foliis ovalibus fer- ratis Kram. 50 . Brunella bracteis cordatis Linn. H. 316 . Roy. 314 . Brunella foliis dentatis , ſpica folio minore Hall . 636 . Anm. Eine",NaN,BlackwellischesKraeuterbuch_1750_Blackwell,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35426', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35427_virtualSpan']"
344,Albrecht_von_Haller,Hall,"cordatis Linn. H. 316 . Roy. 314 . Brunella foliis dentatis , ſpica folio minore Hall . 636 . Anm. Eine gantze Blume zeiget ſich von vornen fig. 1. a. nebſt",NaN,BlackwellischesKraeuterbuch_1750_Blackwell,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35427', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35428_virtualSpan']"
345,August_Quirinus_Rivinus,Riv.,"Es iſt zwar eine andere Art be⸗ kandt , die genennet wird Brunella flore majore Riv. Tab. 29 . Brunella foliis integris vix deneatis , ſpica foliis majore Hall. 687.3 aber",NaN,BlackwellischesKraeuterbuch_1750_Blackwell,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35428', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35429_virtualSpan']"
346,Albrecht_von_Haller,Hall.,"flore majore Riv. Tab. 29 . Brunella foliis integris vix deneatis , ſpica foliis majore Hall. 687.3 aber mit dieſer kommt die unſrige noch weniger uͤberein , welche wir deswe⸗ gen",NaN,BlackwellischesKraeuterbuch_1750_Blackwell,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35429', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35430_virtualSpan']"
347,Caspar_Bauhin,C. B.,"varietaͤt der gemeinen Art halten , als deſſen Blaͤt⸗ ter gantz und ſeichte eingekerbt von C. B. 1 . c. angemercket ſind . TAB. 25 . Lat. Caprifolium , Periclymenum . Germ.",NaN,BlackwellischesKraeuterbuch_1750_Blackwell,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok4624_virtualSpan', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok4625_virtualSpan']"
348,Pietro_Andrea_Mattioli,MAT- THIOLVS,", ſoll heilend und erwaͤrmend und in Krampff und Convulſionen der Nerven nuͤzlich seyn . MAT- THIOLVS recommendiret die Blaͤtter und ihren Safft zu denen Salben , deren man ſich bey Haupt⸗Wunden",NaN,BlackwellischesKraeuterbuch_1750_Blackwell,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok4809_virtualSpan', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok4810_virtualSpan']"
349,Raius,Rai.,"bey Haupt⸗Wunden , und ofnen Schaͤden der Schenckel bedienet . 4. . NOM. GEN. Periclymenum Rai. I. 1490 . Riv. p. 22 . Heuch. Ind. 29 . Pr. I. 59 .",NaN,BlackwellischesKraeuterbuch_1750_Blackwell,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35432', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35433_virtualSpan']"
350,August_Quirinus_Rivinus,Riv.,ofnen Schaͤden der Schenckel bedienet . 4. . NOM. GEN. Periclymenum Rai. I. 1490 . Riv. p. 22 . Heuch. Ind. 29 . Pr. I. 59 . Rupp. 250 . Kram.,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35433', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35434_virtualSpan']"
351,Johann_Heinrich_von_Heucher,Heuch.,bedienet . 4. . NOM. GEN. Periclymenum Rai. I. 1490 . Riv. p. 22 . Heuch. Ind. 29 . Pr. I. 59 . Rupp. 250 . Kram. 142 . Caprifolium Rai.,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35434', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35435_virtualSpan']"
352,Heinrich_Bernhard_Rupp,Rupp.,I. 1490 . Riv. p. 22 . Heuch. Ind. 29 . Pr. I. 59 . Rupp. 250 . Kram. 142 . Caprifolium Rai. Syn. 458 . Tourn. 608 . Dill. 109,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35435', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35436_virtualSpan']"
353,Heinrich_Kramer,Kram.,Riv. p. 22 . Heuch. Ind. 29 . Pr. I. 59 . Rupp. 250 . Kram. 142 . Caprifolium Rai. Syn. 458 . Tourn. 608 . Dill. 109 . Boerh. II.,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35436', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35437_virtualSpan']"
354,Raius,Rai.,Heuch. Ind. 29 . Pr. I. 59 . Rupp. 250 . Kram. 142 . Caprifolium Rai. Syn. 458 . Tourn. 608 . Dill. 109 . Boerh. II. 226 . Vaill. 27,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35437', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35438_virtualSpan']"
355,Joseph_Pitton_de_Tournefort,Tourn.,Pr. I. 59 . Rupp. 250 . Kram. 142 . Caprifolium Rai. Syn. 458 . Tourn. 608 . Dill. 109 . Boerh. II. 226 . Vaill. 27 . Heiſt. I. 7,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35438', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35439_virtualSpan']"
356,Johann_Jacob_Dillen,Dill.,. Rupp. 250 . Kram. 142 . Caprifolium Rai. Syn. 458 . Tourn. 608 . Dill. 109 . Boerh. II. 226 . Vaill. 27 . Heiſt. I. 7 . Hall. 464,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35439', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35440_virtualSpan']"
357,Herman_Boerhaave,Boerh.,. Kram. 142 . Caprifolium Rai. Syn. 458 . Tourn. 608 . Dill. 109 . Boerh. II. 226 . Vaill. 27 . Heiſt. I. 7 . Hall. 464 . Ludvv. no.,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35440', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35441_virtualSpan']"
358,Sébastien_Vaillant,Vaill.,Caprifolium Rai. Syn. 458 . Tourn. 608 . Dill. 109 . Boerh. II. 226 . Vaill. 27 . Heiſt. I. 7 . Hall. 464 . Ludvv. no. 278 . Lonicera Linn.,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35441', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35442_virtualSpan']"
359,Lorenz_Heister,Heiſt.,458 . Tourn. 608 . Dill. 109 . Boerh. II. 226 . Vaill. 27 . Heiſt. I. 7 . Hall. 464 . Ludvv. no. 278 . Lonicera Linn. G. no. 174,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35442', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35443_virtualSpan']"
360,Albrecht_von_Haller,Hall.,. Dill. 109 . Boerh. II. 226 . Vaill. 27 . Heiſt. I. 7 . Hall. 464 . Ludvv. no. 278 . Lonicera Linn. G. no. 174 . Roy. 237 .,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35443', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35444_virtualSpan']"
361,Christian_Gottlieb_Ludwig,Ludvv.,. Boerh. II. 226 . Vaill. 27 . Heiſt. I. 7 . Hall. 464 . Ludvv. no. 278 . Lonicera Linn. G. no. 174 . Roy. 237 . 5. NOM. SPEC.,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35444', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35445_virtualSpan']"
362,Carl_von_Linné,Linn.,Vaill. 27 . Heiſt. I. 7 . Hall. 464 . Ludvv. no. 278 . Lonicera Linn. G. no. 174 . Roy. 237 . 5. NOM. SPEC. Caprifolium Germanicum floribus ſpecioſius Soc.,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35445', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35446_virtualSpan']"
363,Adriaan_van_Royen,Roy.,7 . Hall. 464 . Ludvv. no. 278 . Lonicera Linn. G. no. 174 . Roy. 237 . 5. NOM. SPEC. Caprifolium Germanicum floribus ſpecioſius Soc. Hortul. p. 15 . Tab.,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35446', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35447_virtualSpan']"
364,Herman_Boerhaave,Boerh.,"p. 15 . Tab. VI. an Caprifolium non perfoliatum flore interius albo , rubro externe Boerh. II. 226 . Caprifolium floribus racemoſis Hall. 465 . Lonicera floribus capitatis terminatricibus , foliis",NaN,BlackwellischesKraeuterbuch_1750_Blackwell,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35447', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35448_virtualSpan']"
365,Albrecht_von_Haller,Hall.,"non perfoliatum flore interius albo , rubro externe Boerh. II. 226 . Caprifolium floribus racemoſis Hall. 465 . Lonicera floribus capitatis terminatricibus , foliis omnibus diſtinctis Linn. H. 58 . Roy.",NaN,BlackwellischesKraeuterbuch_1750_Blackwell,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35448', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35449_virtualSpan']"
366,Carl_von_Linné,Linn.,". Caprifolium floribus racemoſis Hall. 465 . Lonicera floribus capitatis terminatricibus , foliis omnibus diſtinctis Linn. H. 58 . Roy. 237 . Anm. Die 3 . insbeſondere vorgeſtellte Blumen fig. 2.",NaN,BlackwellischesKraeuterbuch_1750_Blackwell,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35449', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35450_virtualSpan']"
367,Adriaan_van_Royen,Roy.,"Hall. 465 . Lonicera floribus capitatis terminatricibus , foliis omnibus diſtinctis Linn. H. 58 . Roy. 237 . Anm. Die 3 . insbeſondere vorgeſtellte Blumen fig. 2. 3. 4. , welche",NaN,BlackwellischesKraeuterbuch_1750_Blackwell,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35450', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35451_virtualSpan']"
368,Guy_de_La_Brosse,Broſſ.,"ſind von einer andern Art genommen , welche genennet wird Caprifolium Germanicum flore rubello ferotinum Broſſ. 40 . Tourn. 608 . 90c. Hortul. p. 14 . Tab. VII. TAB. 26 .",NaN,BlackwellischesKraeuterbuch_1750_Blackwell,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35451', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35452_virtualSpan']"
